Ref_Date,GEO,STATISTICS,Vector,Coordinate,Value
2007,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,500.1
2008,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,517.4
2009,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,401.8
2010,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,392.8
2011,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,394.8
2012,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,385.8
2013,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,383.8
2014,Nunavut,"Authorized police officer strength per 100,000 population (rate)",v65783647,15.13,371.7
1986,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1987,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1988,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1989,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1990,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1991,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1992,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1993,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1994,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1995,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1996,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1997,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1998,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1999,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,59.1
2000,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,67.2
2001,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,78.5
2002,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,76.4
2003,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,84.8
2004,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,89.1
2005,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,87.4
2006,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,79.0
2007,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,76.9
2008,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,93.6
2009,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,97.1
2010,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,98.6
2011,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,98.7
2012,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,105.9
2013,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,89.9
2014,Nunavut,Criminal Code incidents per police officer (rate),v19457896,15.7,..
1999,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,11101.0
2000,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,13149.0
2001,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,13376.0
2002,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,16207.0
2003,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,17787.0
2004,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,18364.0
2005,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,19783.0
2006,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,20879.0
2007,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,21398.0
2008,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,24378.0
2009,Nunavut,"Total expenditures on policing (dollars x 1,000)",v21570913,15.8,26301.0
1999,Nunavut,Per capita cost (dollars),v21570929,15.9,414.0
2000,Nunavut,Per capita cost (dollars),v21570929,15.9,478.0
2001,Nunavut,Per capita cost (dollars),v21570929,15.9,476.0
2002,Nunavut,Per capita cost (dollars),v21570929,15.9,564.0
2003,Nunavut,Per capita cost (dollars),v21570929,15.9,610.0
2004,Nunavut,Per capita cost (dollars),v21570929,15.9,620.0
2005,Nunavut,Per capita cost (dollars),v21570929,15.9,659.0
2006,Nunavut,Per capita cost (dollars),v21570929,15.9,687.0
2007,Nunavut,Per capita cost (dollars),v21570929,15.9,688.0
2008,Nunavut,Per capita cost (dollars),v21570929,15.9,772.0
2009,Nunavut,Per capita cost (dollars),v21570929,15.9,816.0
1986,Nunavut,Crime severity index,v65783648,15.14,..
1987,Nunavut,Crime severity index,v65783648,15.14,..
1988,Nunavut,Crime severity index,v65783648,15.14,..
1989,Nunavut,Crime severity index,v65783648,15.14,..
1990,Nunavut,Crime severity index,v65783648,15.14,..
1991,Nunavut,Crime severity index,v65783648,15.14,..
1992,Nunavut,Crime severity index,v65783648,15.14,..
1993,Nunavut,Crime severity index,v65783648,15.14,..
1994,Nunavut,Crime severity index,v65783648,15.14,..
1995,Nunavut,Crime severity index,v65783648,15.14,..
1996,Nunavut,Crime severity index,v65783648,15.14,..
1997,Nunavut,Crime severity index,v65783648,15.14,..
1998,Nunavut,Crime severity index,v65783648,15.14,..
1999,Nunavut,Crime severity index,v65783648,15.14,218.81
2000,Nunavut,Crime severity index,v65783648,15.14,250.29
2001,Nunavut,Crime severity index,v65783648,15.14,288.92
2002,Nunavut,Crime severity index,v65783648,15.14,318.52
2003,Nunavut,Crime severity index,v65783648,15.14,360.78
2004,Nunavut,Crime severity index,v65783648,15.14,372.17
2005,Nunavut,Crime severity index,v65783648,15.14,327.16
2006,Nunavut,Crime severity index,v65783648,15.14,279.91
2007,Nunavut,Crime severity index,v65783648,15.14,315.99
2008,Nunavut,Crime severity index,v65783648,15.14,326.51
2009,Nunavut,Crime severity index,v65783648,15.14,332.89
2010,Nunavut,Crime severity index,v65783648,15.14,343.08
2011,Nunavut,Crime severity index,v65783648,15.14,315.07
2012,Nunavut,Crime severity index,v65783648,15.14,317.95
2013,Nunavut,Crime severity index,v65783648,15.14,281.94
2014,Nunavut,Crime severity index,v65783648,15.14,..
1986,Nunavut,Weighted clearance rate,v65783649,15.15,..
1987,Nunavut,Weighted clearance rate,v65783649,15.15,..
1988,Nunavut,Weighted clearance rate,v65783649,15.15,..
1989,Nunavut,Weighted clearance rate,v65783649,15.15,..
1990,Nunavut,Weighted clearance rate,v65783649,15.15,..
1991,Nunavut,Weighted clearance rate,v65783649,15.15,..
1992,Nunavut,Weighted clearance rate,v65783649,15.15,..
1993,Nunavut,Weighted clearance rate,v65783649,15.15,..
1994,Nunavut,Weighted clearance rate,v65783649,15.15,..
1995,Nunavut,Weighted clearance rate,v65783649,15.15,..
1996,Nunavut,Weighted clearance rate,v65783649,15.15,..
1997,Nunavut,Weighted clearance rate,v65783649,15.15,..
1998,Nunavut,Weighted clearance rate,v65783649,15.15,..
1999,Nunavut,Weighted clearance rate,v65783649,15.15,57.58
2000,Nunavut,Weighted clearance rate,v65783649,15.15,55.03
2001,Nunavut,Weighted clearance rate,v65783649,15.15,56.60
2002,Nunavut,Weighted clearance rate,v65783649,15.15,54.95
2003,Nunavut,Weighted clearance rate,v65783649,15.15,60.21
2004,Nunavut,Weighted clearance rate,v65783649,15.15,59.36
2005,Nunavut,Weighted clearance rate,v65783649,15.15,56.75
2006,Nunavut,Weighted clearance rate,v65783649,15.15,76.45
2007,Nunavut,Weighted clearance rate,v65783649,15.15,77.38
2008,Nunavut,Weighted clearance rate,v65783649,15.15,74.98
2009,Nunavut,Weighted clearance rate,v65783649,15.15,79.29
2010,Nunavut,Weighted clearance rate,v65783649,15.15,77.21
2011,Nunavut,Weighted clearance rate,v65783649,15.15,78.39
2012,Nunavut,Weighted clearance rate,v65783649,15.15,75.77
2013,Nunavut,Weighted clearance rate,v65783649,15.15,78.23
2014,Nunavut,Weighted clearance rate,v65783649,15.15,..
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4478.00
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5162.00
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3872.00
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4189.00
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4200.00
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4143.00
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4114.00
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4098.00
1994,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3446.00
1995,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,2820.00
1996,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3193.00
1997,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3208.00
1998,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,2954.00
1999,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,2813.00
2000,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,2955.00
2001,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,2588.00
2002,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3099.00
2003,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3467.00
2004,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,3938.00
2005,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4229.00
2006,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4461.00
2007,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,4956.00
2008,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5314.00
2009,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5748.00
2010,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5909.00
2011,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5717.00
2012,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5579.00
2013,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5187.00
2014,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of all personnel,v19457899,16.1,5181.00
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1872.00
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1936.00
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1644.00
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1903.00
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,2239.00
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1825.00
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1815.00
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1770.00
1994,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1202.00
1995,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1022.00
1996,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1058.00
1997,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1075.00
1998,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,999.00
1999,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,926.00
2000,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,975.00
2001,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,924.00
2002,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1002.00
2003,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1138.00
2004,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1384.00
2005,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1482.00
2006,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1592.00
2007,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1652.00
2008,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1776.00
2009,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1860.00
2010,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1913.00
2011,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1769.00
2012,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1681.00
2013,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1297.00
2014,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of police officers,v19457897,16.2,1111.00
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1693.00
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1643.00
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1557.00
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1758.00
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,2082.00
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1680.00
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1663.00
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1623.00
1994,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1132.00
1995,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,964.00
1996,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,990.00
1997,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1002.00
1998,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,926.00
1999,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,848.00
2000,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,875.00
2001,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,828.00
2002,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,885.00
2003,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,987.00
2004,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1184.00
2005,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1258.00
2006,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1326.00
2007,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1341.00
2008,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1432.00
2009,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1472.00
2010,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1498.00
2011,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1395.00
2012,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,1304.00
2013,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,973.00
2014,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Male police officers,v53509187,16.10,815.00
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,179.00
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,293.00
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,87.00
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,145.00
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,157.00
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,145.00
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,152.00
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,147.00
1994,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,70.00
1995,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,58.00
1996,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,68.00
1997,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,73.00
1998,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,73.00
1999,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,78.00
2000,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,100.00
2001,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,96.00
2002,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,117.00
2003,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,151.00
2004,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,200.00
2005,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,224.00
2006,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,266.00
2007,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,311.00
2008,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,344.00
2009,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,388.00
2010,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,415.00
2011,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,374.00
2012,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,377.00
2013,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,324.00
2014,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Female police officers,v53509188,16.11,296.00
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2606.00
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3226.00
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2228.00
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2286.00
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,1961.00
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2318.00
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2299.00
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2328.00
1994,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2244.00
1995,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,1798.00
1996,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2135.00
1997,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2133.00
1998,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,1955.00
1999,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,1887.00
2000,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,1980.00
2001,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,1664.00
2002,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2097.00
2003,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2329.00
2004,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2554.00
2005,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2747.00
2006,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,2869.00
2007,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3304.00
2008,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3538.00
2009,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3888.00
2010,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3996.00
2011,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3948.00
2012,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3898.00
2013,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,3890.00
2014,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Total number of civilian and other personnel,v19457898,16.3,4070.00
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.8
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.8
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.9
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,1.2
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.9
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.9
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.8
1994,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
1995,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.7
1996,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
1997,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
1998,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
1999,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2000,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2001,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
2002,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2003,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2004,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2005,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2006,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.6
2007,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2008,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2009,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2010,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.5
2011,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.4
2012,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.4
2013,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.3
2014,"Royal Canadian Mounted Police (RCMP), headquarters and training academy",Police-civilian ratio,v19457900,16.4,0.3
1986,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1987,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1988,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1989,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1990,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1991,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1992,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
1993,"Royal Canadian Mounted Police (RCMP), headquarters and training academy","Police officers per 100,000 population (rate)",v80751157,16.6,..
