Ref_Date,GEO,STATISTICS,Vector,Coordinate,Value
2000,Quebec,Female police officers,v53509198,6.11,1761.00
2001,Quebec,Female police officers,v53509198,6.11,1923.00
2002,Quebec,Female police officers,v53509198,6.11,2215.00
2003,Quebec,Female police officers,v53509198,6.11,2323.00
2004,Quebec,Female police officers,v53509198,6.11,2490.00
2005,Quebec,Female police officers,v53509198,6.11,2793.00
2006,Quebec,Female police officers,v53509198,6.11,3019.00
2007,Quebec,Female police officers,v53509198,6.11,3169.00
2008,Quebec,Female police officers,v53509198,6.11,3353.00
2009,Quebec,Female police officers,v53509198,6.11,3494.00
2010,Quebec,Female police officers,v53509198,6.11,3583.00
2011,Quebec,Female police officers,v53509198,6.11,3750.00
2012,Quebec,Female police officers,v53509198,6.11,3818.00
2013,Quebec,Female police officers,v53509198,6.11,3890.00
2014,Quebec,Female police officers,v53509198,6.11,4002.00
1986,Quebec,Total number of civilian and other personnel,v19457829,6.3,4095.00
1987,Quebec,Total number of civilian and other personnel,v19457829,6.3,4448.00
1988,Quebec,Total number of civilian and other personnel,v19457829,6.3,4691.00
1989,Quebec,Total number of civilian and other personnel,v19457829,6.3,4615.00
1990,Quebec,Total number of civilian and other personnel,v19457829,6.3,4660.00
1991,Quebec,Total number of civilian and other personnel,v19457829,6.3,4635.00
1992,Quebec,Total number of civilian and other personnel,v19457829,6.3,4738.00
1993,Quebec,Total number of civilian and other personnel,v19457829,6.3,4890.00
1994,Quebec,Total number of civilian and other personnel,v19457829,6.3,4499.00
1995,Quebec,Total number of civilian and other personnel,v19457829,6.3,4408.00
1996,Quebec,Total number of civilian and other personnel,v19457829,6.3,4462.00
1997,Quebec,Total number of civilian and other personnel,v19457829,6.3,4497.00
1998,Quebec,Total number of civilian and other personnel,v19457829,6.3,4618.00
1999,Quebec,Total number of civilian and other personnel,v19457829,6.3,4686.00
2000,Quebec,Total number of civilian and other personnel,v19457829,6.3,4181.00
2001,Quebec,Total number of civilian and other personnel,v19457829,6.3,4371.00
2002,Quebec,Total number of civilian and other personnel,v19457829,6.3,4665.00
2003,Quebec,Total number of civilian and other personnel,v19457829,6.3,4657.00
2004,Quebec,Total number of civilian and other personnel,v19457829,6.3,4805.00
2005,Quebec,Total number of civilian and other personnel,v19457829,6.3,5029.00
2006,Quebec,Total number of civilian and other personnel,v19457829,6.3,4765.00
2007,Quebec,Total number of civilian and other personnel,v19457829,6.3,4826.00
2008,Quebec,Total number of civilian and other personnel,v19457829,6.3,4829.00
2009,Quebec,Total number of civilian and other personnel,v19457829,6.3,5061.00
2010,Quebec,Total number of civilian and other personnel,v19457829,6.3,4981.00
2011,Quebec,Total number of civilian and other personnel,v19457829,6.3,5024.00
2012,Quebec,Total number of civilian and other personnel,v19457829,6.3,4769.00
2013,Quebec,Total number of civilian and other personnel,v19457829,6.3,4746.00
2014,Quebec,Total number of civilian and other personnel,v19457829,6.3,5157.00
1986,Quebec,Police-civilian ratio,v19457831,6.4,3.3
1987,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1988,Quebec,Police-civilian ratio,v19457831,6.4,3.0
1989,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1990,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1991,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1992,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1993,Quebec,Police-civilian ratio,v19457831,6.4,3.0
1994,Quebec,Police-civilian ratio,v19457831,6.4,3.3
1995,Quebec,Police-civilian ratio,v19457831,6.4,3.2
1996,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1997,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1998,Quebec,Police-civilian ratio,v19457831,6.4,3.0
1999,Quebec,Police-civilian ratio,v19457831,6.4,2.9
2000,Quebec,Police-civilian ratio,v19457831,6.4,3.3
2001,Quebec,Police-civilian ratio,v19457831,6.4,3.2
2002,Quebec,Police-civilian ratio,v19457831,6.4,3.1
2003,Quebec,Police-civilian ratio,v19457831,6.4,3.1
2004,Quebec,Police-civilian ratio,v19457831,6.4,3.0
2005,Quebec,Police-civilian ratio,v19457831,6.4,2.9
2006,Quebec,Police-civilian ratio,v19457831,6.4,3.2
2007,Quebec,Police-civilian ratio,v19457831,6.4,3.2
2008,Quebec,Police-civilian ratio,v19457831,6.4,3.2
2009,Quebec,Police-civilian ratio,v19457831,6.4,3.1
2010,Quebec,Police-civilian ratio,v19457831,6.4,3.1
2011,Quebec,Police-civilian ratio,v19457831,6.4,3.1
2012,Quebec,Police-civilian ratio,v19457831,6.4,3.4
2013,Quebec,Police-civilian ratio,v19457831,6.4,3.4
2014,Quebec,Police-civilian ratio,v19457831,6.4,3.1
1986,Quebec,Population per police officer (rate),v19457832,6.5,491.0
1987,Quebec,Population per police officer (rate),v19457832,6.5,491.5
1988,Quebec,Population per police officer (rate),v19457832,6.5,481.4
1989,Quebec,Population per police officer (rate),v19457832,6.5,484.0
1990,Quebec,Population per police officer (rate),v19457832,6.5,478.0
1991,Quebec,Population per police officer (rate),v19457832,6.5,484.9
1992,Quebec,Population per police officer (rate),v19457832,6.5,480.7
1993,Quebec,Population per police officer (rate),v19457832,6.5,484.9
1994,Quebec,Population per police officer (rate),v19457832,6.5,488.8
1995,Quebec,Population per police officer (rate),v19457832,6.5,509.7
1996,Quebec,Population per police officer (rate),v19457832,6.5,525.9
1997,Quebec,Population per police officer (rate),v19457832,6.5,528.4
1998,Quebec,Population per police officer (rate),v19457832,6.5,535.1
1999,Quebec,Population per police officer (rate),v19457832,6.5,532.6
2000,Quebec,Population per police officer (rate),v19457832,6.5,531.8
2001,Quebec,Population per police officer (rate),v19457832,6.5,531.1
2002,Quebec,Population per police officer (rate),v19457832,6.5,515.8
2003,Quebec,Population per police officer (rate),v19457832,6.5,521.5
2004,Quebec,Population per police officer (rate),v19457832,6.5,523.3
2005,Quebec,Population per police officer (rate),v19457832,6.5,515.0
2006,Quebec,Population per police officer (rate),v19457832,6.5,506.7
2007,Quebec,Population per police officer (rate),v19457832,6.5,505.5
2008,Quebec,Population per police officer (rate),v19457832,6.5,503.2
2009,Quebec,Population per police officer (rate),v19457832,6.5,503.9
1986,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,203.7
1987,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,203.5
1988,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,207.7
1989,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,206.6
1990,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,209.2
1991,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,206.2
1992,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,208.0
1993,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,206.2
1994,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,204.6
1995,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,196.2
1996,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,190.2
1997,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,189.3
1998,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,186.9
1999,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,187.8
2000,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,188.1
2001,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,188.3
2002,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,194.0
2003,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,192.0
2004,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,191.4
2005,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,194.6
2006,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,197.8
2007,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,198.0
2008,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,198.5
2009,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,198.0
2010,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,196.6
2011,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,197.3
2012,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,197.6
2013,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,196.2
2014,Quebec,"Police officers per 100,000 population (rate)",v19457833,6.6,197.2
1986,Quebec,Authorized police officer strength,v65783538,6.12,363277.0
1987,Quebec,Authorized police officer strength,v65783538,6.12,9723.0
1988,Quebec,Authorized police officer strength,v65783538,6.12,9932.0
1989,Quebec,Authorized police officer strength,v65783538,6.12,10501.0
1990,Quebec,Authorized police officer strength,v65783538,6.12,12891.0
1991,Quebec,Authorized police officer strength,v65783538,6.12,9364.0
1992,Quebec,Authorized police officer strength,v65783538,6.12,8993.0
1993,Quebec,Authorized police officer strength,v65783538,6.12,9763.0
1994,Quebec,Authorized police officer strength,v65783538,6.12,8168.0
1995,Quebec,Authorized police officer strength,v65783538,6.12,8630.0
1996,Quebec,Authorized police officer strength,v65783538,6.12,14706.0
1997,Quebec,Authorized police officer strength,v65783538,6.12,14324.0
1998,Quebec,Authorized police officer strength,v65783538,6.12,14021.0
1999,Quebec,Authorized police officer strength,v65783538,6.12,14121.0
2000,Quebec,Authorized police officer strength,v65783538,6.12,14380.0
2001,Quebec,Authorized police officer strength,v65783538,6.12,14590.0
2002,Quebec,Authorized police officer strength,v65783538,6.12,14378.0
2003,Quebec,Authorized police officer strength,v65783538,6.12,16649.0
2004,Quebec,Authorized police officer strength,v65783538,6.12,16166.0
2005,Quebec,Authorized police officer strength,v65783538,6.12,15061.0
2006,Quebec,Authorized police officer strength,v65783538,6.12,15840.0
2007,Quebec,Authorized police officer strength,v65783538,6.12,16011.0
2008,Quebec,Authorized police officer strength,v65783538,6.12,16169.0
2009,Quebec,Authorized police officer strength,v65783538,6.12,15804.0
2010,Quebec,Authorized police officer strength,v65783538,6.12,16004.0
2011,Quebec,Authorized police officer strength,v65783538,6.12,16007.0
2012,Quebec,Authorized police officer strength,v65783538,6.12,16337.0
2013,Quebec,Authorized police officer strength,v65783538,6.12,16390.0
2014,Quebec,Authorized police officer strength,v65783538,6.12,16452.0
1986,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,5415.2
1987,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,143.4
1988,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,145.2
1989,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,151.6
1990,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,184.1
1991,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,132.5
1992,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,126.5
1993,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,136.4
1994,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,113.6
1995,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,119.5
1996,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,202.9
1997,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,196.9
1998,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,192.2
1999,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,192.8
2000,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,195.5
2001,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,197.3
2002,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,193.2
2003,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,222.4
2004,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,214.5
2005,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,198.6
2006,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,207.6
2007,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,208.1
2008,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,208.3
2009,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,201.5
2010,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,201.8
2011,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,199.9
2012,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,202.1
2013,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,201.0
2014,Quebec,"Authorized police officer strength per 100,000 population (rate)",v65783539,6.13,200.3
1986,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,33.6
1987,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,34.1
1988,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,33.4
1989,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,34.1
1990,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,36.6
1991,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,40.1
1992,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,38.7
1993,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,35.8
1994,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,34.7
1995,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,35.3
1996,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,37.2
1997,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,35.8
1998,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,33.2
1999,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,31.0
2000,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,31.3
2001,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,30.2
2002,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,28.4
2003,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,28.8
2004,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,28.2
2005,Quebec,Criminal Code incidents per police officer (rate),v19457834,6.7,27.3
